TITLE     = "015.02"
VARIABLES = "X"
"Y"
"Z"
"CP"
"CF"
"CFX"
"CFY"
"CFZ"
"XoC"
DATASETAUXDATA BasicAlgorithm="RANS"
DATASETAUXDATA Discretization="Finite-volume nodal scheme mixed element"
DATASETAUXDATA DistanceCalc="-999"
DATASETAUXDATA Email="tin.c.wong.civ@army.mil"
DATASETAUXDATA GridId="Cadence"
DATASETAUXDATA Institution="US Army/SRD"
DATASETAUXDATA Name="TC Wong"
DATASETAUXDATA Notes="-999"
DATASETAUXDATA Order="Second order of accuracy for all equations"
DATASETAUXDATA ParticipantID="015"
DATASETAUXDATA SolverName="FUN3D Version 14.1"
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02 -9.990000000000E+02
